,id,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
543,544,,Downes,vdownesf3@dailymotion.com,male,barrage,scion,mdownesf3,140,Kenya,100
544,545,Karoline,Arundale,karundalef4@thetimes.co.uk,male,barrage,other,karundalef4,238,South Georgia and the South Sandwich Islands,100
545,546,Holden,Wemyss,hwemyssf5@si.edu,male,barrage,scion,hwemyssf5,205,China,100
546,547,Lilian,,lgrasonf6@amazon.co.uk,male,barrage,other,lbennedsenf6,113,Ukraine,64
547,548,Neel,,nrennoldsf7@feedburner.com,male,barrage,scion,noutrightf7,325,Philippines,100
548,549,Normie,,ncormackf8@wiley.com,male,arctic armour,scion,nborlandf8,163,Brazil,100
549,550,Staci,,sbrisseauf9@shareasale.com,male,arctic armour,scion,sjinkinf9,28,Philippines,9
550,551,Natividad,,ngrisdalefa@huffingtonpost.com,male,barrage,other,nhaberghamfa,95,Philippines,61
551,552,Uri,Gras,ugrasfb@adobe.com,male,animate weapon,other,ugrasfb,347,Ivory Coast,100
552,553,Lesley,Rigby,lrigbyfc@ustream.tv,male,animate weapon,scion,lrigbyfc,406,Indonesia,100
553,554,Emalee,Sully,esullyfd@1und1.de,male,barrage,scion,esullyfd,277,United States,100
554,555,,,kechellefe@surveymonkey.com,male,arctic armour,scion,lhartwellfe,101,Colombia,29
555,556,,Aymes,jaymesff@about.com,male,barrage,scion,naymesff,251,Benin,100
556,557,Vanya,,vbriggefg@bbb.org,male,barrage,scion,vsimonassifg,394,Bangladesh,100
557,558,Vale,Simonsson,vsimonssonfh@quantcast.com,male,animate weapon,scion,vsimonssonfh,204,China,100
558,559,Harlan,,hkarpovfi@auda.org.au,male,animate weapon,other,hselbornefi,378,Greece,100
559,560,Axel,,askokoefj@github.com,male,animate weapon,scion,acobleyfj,347,Egypt,100
560,561,Osmund,McAvey,omcaveyfk@paginegialle.it,male,arctic armour,scion,omcaveyfk,404,Poland,100
561,562,Birgit,,bbardefl@mysql.com,male,barrage,scion,bbyhamfl,291,Indonesia,100
562,563,Tamas,,tstadenfm@blogger.com,male,barrage,other,tslaineyfm,232,China,100
563,564,Hort,Muldowney,hmuldowneyfn@storify.com,male,arctic armour,scion,hmuldowneyfn,111,France,34
564,565,Xylina,Bothe,xbothefo@timesonline.co.uk,male,barrage,other,xbothefo,33,Kazakhstan,5
565,566,Crystie,Graal,cgraalfp@vkontakte.ru,male,animate weapon,scion,cgraalfp,213,Nigeria,100
566,567,Aurora,Diviny,adivinyfq@tumblr.com,male,barrage,other,adivinyfq,302,Russia,100
567,568,Gerrilee,,gculletonfr@163.com,male,arctic armour,other,gperrotfr,153,China,100
568,569,Arin,Wegener,awegenerfs@arstechnica.com,male,arctic armour,other,awegenerfs,450,Sweden,100
569,570,Licha,,lmeeksft@seattletimes.com,male,barrage,other,lvancasselft,350,China,100
570,571,Herb,Meys,hmeysfu@cdbaby.com,male,barrage,scion,hmeysfu,222,Indonesia,100
571,572,,Aspinal,haspinalfv@php.net,male,animate weapon,other,laspinalfv,71,Sweden,34
572,573,Parke,McCree,pmccreefw@china.com.cn,male,barrage,other,pmccreefw,130,Djibouti,100
573,574,Marja,Grigolon,mgrigolonfx@discovery.com,male,arctic armour,scion,mgrigolonfx,297,East Timor,100
574,575,Petr,Sheirlaw,psheirlawfy@whitehouse.gov,male,arctic armour,scion,psheirlawfy,233,China,100
575,576,Kerrie,Mortell,kmortellfz@who.int,male,animate weapon,other,kmortellfz,75,China,33
576,577,Jobi,Missington,jmissingtong0@cafepress.com,male,animate weapon,other,jmissingtong0,71,Dominican Republic,67
577,578,Blinni,,bliepinsg1@huffingtonpost.com,male,arctic armour,scion,bsilversmidg1,321,Djibouti,100
578,579,Jacqueline,,jsempillg2@deliciousdays.com,male,arctic armour,other,jvalenssmithg2,123,Israel,100
579,580,Boonie,Noweak,bnoweakg3@lycos.com,male,animate weapon,other,bnoweakg3,308,Brazil,100
580,581,Scarface,,skondrachenkog4@mit.edu,male,barrage,scion,soruddeng4,127,Brazil,100
581,582,Allys,,alansberryg5@google.pl,male,animate weapon,other,aholberryg5,88,Indonesia,31
582,583,Elora,Sterke,esterkeg6@psu.edu,male,barrage,scion,esterkeg6,203,Thailand,100
583,584,Cathleen,Ineson,cinesong7@soundcloud.com,male,barrage,other,cinesong7,282,Indonesia,100
584,585,Granny,Thunnercliffe,gthunnercliffeg8@paypal.com,male,barrage,other,gthunnercliffeg8,229,Colombia,100
585,586,Cirillo,,cmattong9@clickbank.net,male,arctic armour,other,cthomblesong9,173,Brazil,100
586,587,Debby,Beekmann,dbeekmannga@soup.io,male,arctic armour,scion,dbeekmannga,403,Republic of the Congo,100
587,588,Eadie,,ebartlegb@arizona.edu,male,arctic armour,scion,eleborgnegb,284,China,100
588,589,,Defau,sdefaugc@alibaba.com,male,barrage,other,bdefaugc,165,Ethiopia,100
589,590,Naomi,Oswell,noswellgd@ucsd.edu,male,barrage,other,noswellgd,197,Peru,100
590,591,Wilie,Tisor,wtisorge@theatlantic.com,male,barrage,other,wtisorge,324,Indonesia,100
591,592,,Carden,wcardengf@addtoany.com,male,animate weapon,other,rcardengf,137,France,100
592,593,Elvina,McPaik,emcpaikgg@amazon.co.jp,male,animate weapon,scion,emcpaikgg,347,Poland,100
593,594,Carolee,Larwell,clarwellgh@devhub.com,male,arctic armour,scion,clarwellgh,22,Belize,22
594,595,Winnifred,,wmazellagi@ted.com,male,animate weapon,other,wjarnellgi,296,Indonesia,100
595,596,Reggie,Earwicker,rearwickergj@washingtonpost.com,male,barrage,scion,rearwickergj,279,Thailand,100
596,597,Noami,Slate,nslategk@disqus.com,male,animate weapon,scion,nslategk,184,United States,100
597,598,,,alenahangl@hatena.ne.jp,male,barrage,scion,tcarsberggl,273,Philippines,100
598,599,Mufi,,mkusickgm@archive.org,male,animate weapon,scion,mthandigm,99,Portugal,59
599,600,Malanie,Bignall,mbignallgn@mayoclinic.com,male,animate weapon,scion,mbignallgn,256,Ecuador,100
600,601,Franny,Dunk,fdunkgo@icio.us,male,arctic armour,scion,fdunkgo,245,Brazil,100
601,602,Gabi,Franzoli,gfranzoligp@answers.com,male,arctic armour,other,gfranzoligp,427,Vietnam,100
602,603,Roldan,Bodiam,rbodiamgq@vinaora.com,male,barrage,scion,rbodiamgq,23,China,23
603,604,Corey,,csonegr@msn.com,male,barrage,other,croddagr,396,United States,100
604,605,Joanie,,jdagostinogs@feedburner.com,male,barrage,scion,jboiggs,210,Philippines,100
605,606,,,etiernangt@google.es,male,arctic armour,other,hcancellariogt,137,China,100
606,607,,,gkhristyukhingu@networksolutions.com,male,barrage,scion,jschimanngu,81,France,43
607,608,Grenville,Marqyes,gmarqyesgv@myspace.com,male,barrage,scion,gmarqyesgv,58,Poland,59
608,609,Manny,,mhauchgw@economist.com,male,arctic armour,other,mransteadgw,354,Ghana,100
609,610,Angele,Danihelka,adanihelkagx@accuweather.com,male,barrage,scion,adanihelkagx,108,Indonesia,52
610,611,,,nvennersgy@shinystat.com,male,arctic armour,other,fshawcroftgy,100,Finland,27
611,612,,Collisson,acollissongz@baidu.com,male,barrage,scion,gcollissongz,313,Japan,100
612,613,,,fdavidovicih0@home.pl,male,barrage,scion,vburnsh0,126,Russia,100
613,614,Bat,Maharey,bmahareyh1@examiner.com,male,animate weapon,scion,bmahareyh1,345,China,100
614,615,Augustine,,apoorh2@mail.ru,male,barrage,other,adobinsonh2,357,Indonesia,100
615,616,Amalea,,agoscombh3@scribd.com,male,arctic armour,other,asatchelh3,408,Namibia,100
616,617,Persis,Sheringham,psheringhamh4@github.io,male,barrage,scion,psheringhamh4,75,Palestinian Territory,33
617,618,Hymie,Ridd,hriddh5@geocities.jp,male,barrage,other,hriddh5,393,Indonesia,100
618,619,,,ldowneyh6@usa.gov,male,animate weapon,scion,rstuttardh6,167,Azerbaijan,100
619,620,Vassili,Paynes,vpaynesh7@dion.ne.jp,male,animate weapon,other,vpaynesh7,293,Portugal,100
620,621,,,swoollamh8@sphinn.com,male,barrage,scion,stolanh8,428,South Africa,100
621,622,Winnie,,wkhilkovh9@army.mil,male,arctic armour,scion,whullyerh9,360,Czech Republic,100
622,623,Laurel,Molohan,lmolohanha@e-recht24.de,male,animate weapon,other,lmolohanha,116,Finland,32
623,624,Avie,Rawlcliffe,arawlcliffehb@senate.gov,male,arctic armour,scion,arawlcliffehb,112,Niger,48
624,625,,,rmcinteerhc@netlog.com,male,barrage,scion,aarnaudinhc,385,Russia,100
625,626,Rinaldo,Stockport,rstockporthd@furl.net,male,barrage,other,rstockporthd,11,Indonesia,16
626,627,Gypsy,Bakewell,gbakewellhe@liveinternet.ru,male,arctic armour,scion,gbakewellhe,243,China,100
627,628,Tonia,,tdagworthyhf@ibm.com,male,arctic armour,scion,tdaenenhf,246,Peru,100
628,629,Regan,,rjersonhg@hp.com,male,animate weapon,other,rbrunninghg,21,Netherlands,25
629,630,Zitella,Potes,zpoteshh@ca.gov,male,barrage,other,zpoteshh,368,Czech Republic,100
630,631,Alicea,Duddan,aduddanhi@cbslocal.com,male,animate weapon,other,aduddanhi,190,Armenia,100
631,632,Even,Isgate,eisgatehj@opera.com,male,barrage,other,eisgatehj,182,Philippines,100
632,633,Vinson,,vkleebornhk@msu.edu,male,animate weapon,other,vkerrhk,390,Russia,100
633,634,Teressa,Keepin,tkeepinhl@hao123.com,male,animate weapon,other,tkeepinhl,32,Kazakhstan,2
634,635,Sauveur,,sgregerhm@exblog.jp,male,barrage,scion,saguirrehm,242,Czech Republic,100
635,636,Daniella,,ddourishn@wikipedia.org,male,arctic armour,other,dlowdenhn,80,Greece,31
636,637,Broddie,,bdobleho@ibm.com,male,barrage,scion,bedbrookeho,291,Bosnia and Herzegovina,100
637,638,Elisabetta,Ledrun,eledrunhp@unesco.org,male,arctic armour,other,eledrunhp,227,Russia,100
638,639,Alyss,Arnoldi,aarnoldihq@joomla.org,male,animate weapon,other,aarnoldihq,325,Argentina,100
639,640,West,,wivshinhr@arstechnica.com,male,animate weapon,other,wsenthr,141,Sweden,100
640,641,Piper,Macer,pmacerhs@craigslist.org,male,arctic armour,scion,pmacerhs,288,China,100
641,642,Madelle,,myorstonht@1688.com,male,barrage,other,mgiraudoht,284,Philippines,100
642,643,Josh,Blight,jblighthu@wiley.com,male,arctic armour,other,jblighthu,380,Azerbaijan,100
643,644,,,jhaughhv@wikispaces.com,male,animate weapon,other,nroselhv,215,Japan,100
644,645,Northrop,Couves,ncouveshw@simplemachines.org,male,barrage,other,ncouveshw,290,Mauritania,100
645,646,Perle,Georges,pgeorgeshx@bing.com,male,barrage,scion,pgeorgeshx,225,Indonesia,100
646,647,Korey,Girdler,kgirdlerhy@digg.com,male,barrage,other,kgirdlerhy,172,Ireland,100
647,648,Eveline,,eblagbroughhz@imgur.com,male,animate weapon,scion,edyterhz,393,Latvia,100
648,649,Wake,,wfassei0@cbsnews.com,male,barrage,scion,wgainsfordi0,428,Portugal,100
649,650,Emanuel,McNeely,emcneelyi1@bigcartel.com,male,barrage,scion,emcneelyi1,335,Indonesia,100
650,651,Devondra,,dtomasicchioi2@rambler.ru,male,arctic armour,other,dgregorei2,47,Cameroon,12
651,652,Gussie,Braker,gbrakeri3@opera.com,male,barrage,other,gbrakeri3,163,Lithuania,100
652,653,Casar,Bazell,cbazelli4@marketwatch.com,male,animate weapon,other,cbazelli4,179,Indonesia,100
653,654,Conrad,,ckohringi5@un.org,male,animate weapon,other,ccarmei5,400,Argentina,100
654,655,,,dkinneiri6@ucoz.com,male,arctic armour,other,hlightbourni6,391,Portugal,100
655,656,Maribelle,,mlavignei7@tinyurl.com,male,barrage,other,mchiversi7,297,China,100
656,657,Ford,,fschildi8@symantec.com,male,barrage,scion,fgilburti8,191,Russia,100
657,658,Anallese,Coltart,acoltarti9@booking.com,male,barrage,scion,acoltarti9,438,Jordan,100
658,659,Shirlene,,sbaxendaleia@fastcompany.com,male,animate weapon,other,slarratia,100,Netherlands,59
659,660,Marius,Oades,moadesib@mayoclinic.com,male,arctic armour,other,moadesib,448,Nigeria,100
660,661,Zsazsa,,zwiggingtonic@canalblog.com,male,animate weapon,other,zryeic,298,China,100
661,662,,,vstaubynid@pinterest.com,male,barrage,other,gkeighlyid,72,Sierra Leone,55
662,663,Jaquelyn,Reagan,jreaganie@auda.org.au,male,arctic armour,scion,jreaganie,222,Brazil,100
663,664,Belia,Pountney,bpountneyif@spotify.com,male,barrage,other,bpountneyif,100,Indonesia,37
664,665,Deanna,,dhasleyig@sciencedaily.com,male,barrage,other,dluckeyig,117,China,37
665,666,Cyrille,Ickovic,cickovicih@alibaba.com,male,barrage,scion,cickovicih,299,China,100
666,667,Granny,,gacockii@yellowbook.com,male,arctic armour,other,gbroaderii,404,Russia,100
667,668,Noble,Nerval,nnervalij@netlog.com,male,animate weapon,scion,nnervalij,382,Serbia,100
668,669,Zandra,Kordas,zkordasik@tmall.com,male,barrage,scion,zkordasik,418,Czech Republic,100
669,670,Ingram,Oaten,ioatenil@vinaora.com,male,animate weapon,scion,ioatenil,290,Nigeria,100
670,671,Raina,Lampett,rlampettim@cyberchimps.com,male,arctic armour,scion,rlampettim,260,Indonesia,100
671,672,Leonie,,lbezarrain@china.com.cn,male,barrage,other,lnutbrownin,56,Ukraine,52
672,673,Lauretta,,lgrogerio@smugmug.com,male,barrage,other,llearmonthio,175,Indonesia,100
673,674,Brig,Sydes,bsydesip@nbcnews.com,male,barrage,scion,bsydesip,160,Zimbabwe,100
674,675,Marc,Elstow,melstowiq@instagram.com,male,barrage,scion,melstowiq,94,Macedonia,66
675,676,Isabel,,imelvinir@webmd.com,male,animate weapon,scion,ilengletir,115,China,28
676,677,,Hantusch,ahantuschis@usatoday.com,male,animate weapon,scion,ahantuschis,116,China,29
677,678,Benetta,Barstock,bbarstockit@reference.com,male,barrage,scion,bbarstockit,410,Philippines,100
678,679,Agathe,MacCawley,amaccawleyiu@list-manage.com,male,arctic armour,scion,amaccawleyiu,329,United States,100
679,680,Inga,,ideverilleiv@oracle.com,male,barrage,other,iretallackiv,439,Greece,100
680,681,Emlynne,Wilcock,ewilcockiw@indiatimes.com,male,barrage,other,ewilcockiw,209,Indonesia,100
681,682,Silvanus,Atkin,satkinix@sun.com,male,animate weapon,scion,satkinix,157,Honduras,100
682,683,Sara-ann,Ixer,sixeriy@furl.net,male,barrage,scion,sixeriy,242,Indonesia,100
683,684,Jaquenetta,Kaaskooper,jkaaskooperiz@barnesandnoble.com,male,barrage,scion,jkaaskooperiz,422,Sweden,100
684,685,Kim,Smeeton,ksmeetonj0@jalbum.net,male,arctic armour,other,ksmeetonj0,347,United States,100
685,686,Brantley,Probetts,bprobettsj1@washington.edu,male,barrage,other,bprobettsj1,376,Poland,100
686,687,Doralin,,dkohnekej2@ibm.com,male,barrage,scion,djarmanj2,72,Peru,28
687,688,,Callaghan,acallaghanj3@4shared.com,male,animate weapon,other,scallaghanj3,278,China,100
688,689,Myrilla,,mmcfeej4@liveinternet.ru,male,barrage,other,mgraystonj4,312,China,100
689,690,,Vokins,cvokinsj5@etsy.com,male,barrage,other,lvokinsj5,217,New Zealand,100
690,691,Joice,,jlautiej6@myspace.com,male,barrage,scion,jhearnesj6,63,Brazil,42
691,692,Paulita,,pgamettj7@sbwire.com,male,animate weapon,scion,pgoodanewj7,126,China,100
692,693,Allsun,,averrechiaj8@biglobe.ne.jp,male,animate weapon,scion,adallicoatj8,332,Venezuela,100
693,694,Beatrix,,bmacnellyj9@smugmug.com,male,animate weapon,other,bhargrovesj9,224,Mexico,100
694,695,Joella,Lucken,jluckenja@behance.net,male,barrage,scion,jluckenja,206,Sri Lanka,100
695,696,Felicio,,fallewayjb@zimbio.com,male,barrage,scion,fpietrasikjb,311,Philippines,100
696,697,Arabelle,Lawdham,alawdhamjc@upenn.edu,male,barrage,scion,alawdhamjc,379,Russia,100
697,698,Caesar,Guihen,cguihenjd@mediafire.com,male,barrage,other,cguihenjd,323,China,100
698,699,Brande,Fatscher,bfatscherje@wikispaces.com,male,barrage,scion,bfatscherje,226,Palestinian Territory,100
699,700,Cory,,cgoldenofirelandjf@tuttocitta.it,male,animate weapon,other,cjustjf,201,Cyprus,100
700,701,Lizzie,,lghirigorijg@nature.com,male,barrage,scion,lsolomonidesjg,157,Ukraine,100
701,702,Roselin,,rlilburnjh@diigo.com,male,animate weapon,other,rskaifedingerthorpejh,151,Chile,100
702,703,,,bborgeji@cocolog-nifty.com,male,arctic armour,other,nheavenji,220,China,100
703,704,Erek,,efleckneyjj@upenn.edu,male,arctic armour,other,elumsdalljj,154,Philippines,100
704,705,Pierce,Clemo,pclemojk@angelfire.com,male,barrage,scion,pclemojk,420,Czech Republic,100
705,706,Guthrie,Romans,gromansjl@pcworld.com,male,animate weapon,scion,gromansjl,288,South Africa,100
706,707,Jodie,,jfinchjm@unesco.org,male,arctic armour,other,jallcockjm,195,Indonesia,100
707,708,,,olefevrejn@wsj.com,male,barrage,scion,frobkejn,264,Vietnam,100
708,709,Harry,Lissandri,hlissandrijo@networksolutions.com,male,barrage,other,hlissandrijo,60,Tajikistan,68
709,710,Keane,,keassebyjp@si.edu,male,barrage,scion,killistonjp,441,Russia,100
710,711,,Kaman,vkamanjq@canalblog.com,male,barrage,other,mkamanjq,91,Greece,68
711,712,Gordy,Eglinton,geglintonjr@barnesandnoble.com,male,arctic armour,other,geglintonjr,333,Czech Republic,100
712,713,Des,Paddeley,dpaddeleyjs@arstechnica.com,male,barrage,other,dpaddeleyjs,177,Canada,100
713,714,Ronnica,,rreascejt@woothemes.com,male,barrage,other,rlanferejt,371,China,100
714,715,Rowe,,rgoneyju@mayoclinic.com,male,arctic armour,other,rdinegesju,68,Tanzania,54
715,716,,Capron,ccapronjv@creativecommons.org,male,barrage,scion,ccapronjv,356,United States,100
716,717,,,ltempertonjw@squarespace.com,male,barrage,scion,mstoppsjw,361,Yemen,100
717,718,Vernice,Luten,vlutenjx@ed.gov,male,barrage,other,vlutenjx,62,Mexico,41
718,719,Fairlie,,frobusjy@google.de,male,arctic armour,other,fcranstonejy,284,Finland,100
719,720,Gray,,gdoughartyjz@cargocollective.com,male,arctic armour,other,ghecknerjz,345,Indonesia,100
720,721,Cletus,Andryunin,candryunink0@flickr.com,male,animate weapon,scion,candryunink0,48,Kuwait,20
721,722,Marrissa,Beetlestone,mbeetlestonek1@nsw.gov.au,male,animate weapon,other,mbeetlestonek1,406,Russia,100
722,723,Myrilla,Babbs,mbabbsk2@sourceforge.net,male,barrage,scion,mbabbsk2,363,China,100
723,724,Taylor,Kingzett,tkingzettk3@foxnews.com,male,arctic armour,other,tkingzettk3,86,South Africa,36
724,725,Deloria,,dgroucuttk4@china.com.cn,male,animate weapon,other,driggollk4,82,Netherlands,26
725,726,,,cridouttk5@nydailynews.com,male,arctic armour,scion,atorresk5,344,Philippines,100
726,727,Nat,,nlanferk6@blogs.com,male,animate weapon,other,nhowsek6,393,Croatia,100
727,728,Joseito,,joehmk7@amazon.de,male,barrage,other,jcrosskellk7,424,Indonesia,100
728,729,Cosette,,cmcchesneyk8@addtoany.com,male,barrage,scion,ccowlamk8,439,Portugal,100
729,730,Torey,,tgaraghank9@nyu.edu,male,barrage,other,tecclesk9,186,Japan,100
730,731,Cristiano,Grabeham,cgrabehamka@harvard.edu,male,barrage,scion,cgrabehamka,185,Marshall Islands,100
731,732,Wang,,wpriggkb@homestead.com,male,animate weapon,other,wcuffinkb,376,Brazil,100
732,733,Antonino,Sussems,asussemskc@indiatimes.com,male,barrage,scion,asussemskc,80,China,49
733,734,Khalil,Grzeszczak,kgrzeszczakkd@blogtalkradio.com,male,barrage,scion,kgrzeszczakkd,377,China,100
734,735,Petronia,,psoffeke@wsj.com,male,barrage,scion,pbradmanke,217,Sweden,100
735,736,Almeda,Sysland,asyslandkf@cafepress.com,male,barrage,scion,asyslandkf,310,China,100
736,737,Nancey,,nwoodlandkg@yellowpages.com,male,barrage,scion,nbearnekg,337,South Sudan,100
737,738,Crystie,Pre,cprekh@youtube.com,male,animate weapon,other,cprekh,390,Senegal,100
738,739,Ariela,Slaght,aslaghtki@ning.com,male,arctic armour,other,aslaghtki,394,Philippines,100
739,740,Marcus,,mfoxcroftkj@smh.com.au,male,arctic armour,other,mczadlakj,261,Portugal,100
740,741,Tuckie,Jefferies,tjefferieskk@xrea.com,male,barrage,other,tjefferieskk,233,France,100
741,742,Valle,Gatiss,vgatisskl@jimdo.com,male,animate weapon,other,vgatisskl,12,Portugal,15
742,743,Kellen,,kvenesskm@state.gov,male,barrage,other,kdelamarkm,296,Indonesia,100
743,744,Prisca,Ivanyutin,pivanyutinkn@thetimes.co.uk,male,barrage,scion,pivanyutinkn,243,France,100
744,745,Marten,,mgrinawayko@qq.com,male,barrage,other,mandellko,283,Poland,100
745,746,Orbadiah,,ohollerinkp@skype.com,male,animate weapon,scion,odeancywilliskp,86,Peru,63
746,747,Linzy,,lterbrugkq@springer.com,male,barrage,other,lspatarokq,417,Japan,100
747,748,Cam,Kosel,ckoselkr@youku.com,male,animate weapon,scion,ckoselkr,435,Ukraine,100
748,749,Dalila,Martinez,dmartinezks@springer.com,male,barrage,scion,dmartinezks,224,Indonesia,100
749,750,Darline,,dhornigkt@ustream.tv,male,animate weapon,other,ddavidovkt,246,Philippines,100
750,751,Hermon,Maginn,hmaginnku@wix.com,male,arctic armour,scion,hmaginnku,51,China,52
751,752,Wilburt,Godsell,wgodsellkv@elpais.com,male,animate weapon,other,wgodsellkv,52,China,61
752,753,Vincent,Choffin,vchoffinkw@columbia.edu,male,arctic armour,scion,vchoffinkw,390,Kenya,100
753,754,Clerissa,Clinch,cclinchkx@ustream.tv,male,barrage,scion,cclinchkx,193,Portugal,100
754,755,Demetra,Lulham,dlulhamky@soup.io,male,arctic armour,scion,dlulhamky,336,Kenya,100
755,756,,,gpenrightkz@imageshack.us,male,barrage,other,nlenoxkz,323,Ukraine,100
756,757,Cherilynn,Steinham,csteinhaml0@wikimedia.org,male,animate weapon,other,csteinhaml0,78,Indonesia,64
757,758,Brear,,bhenworthl1@php.net,male,animate weapon,other,btweedelll1,163,Mexico,100
758,759,Izabel,MacCahey,imaccaheyl2@hostgator.com,male,barrage,other,imaccaheyl2,123,Peru,100
759,760,Daffi,Puleston,dpulestonl3@netlog.com,male,barrage,scion,dpulestonl3,256,Japan,100
760,761,Spence,,sianittellol4@dyndns.org,male,barrage,other,shardistryl4,105,Russia,63
761,762,Mercy,Cisneros,mcisnerosl5@howstuffworks.com,male,arctic armour,scion,mcisnerosl5,64,Indonesia,64
762,763,Theadora,Renzullo,trenzullol6@google.nl,male,barrage,other,trenzullol6,275,Indonesia,100
763,764,Monti,Franek,mfranekl7@nih.gov,male,barrage,other,mfranekl7,371,Afghanistan,100
764,765,Kary,,krudmanl8@symantec.com,male,barrage,other,kdenyl8,131,China,100
765,766,Christophorus,,cyakebovichl9@studiopress.com,male,animate weapon,scion,cpippinl9,79,Indonesia,66
766,767,Kerrie,Turbitt,kturbittla@dailymotion.com,male,barrage,scion,kturbittla,236,Indonesia,100
767,768,Magnum,,mbleaselb@sciencedirect.com,male,barrage,scion,mmuresslb,179,Russia,100
768,769,Ertha,Cammocke,ecammockelc@qq.com,male,arctic armour,other,ecammockelc,343,Nigeria,100
769,770,Debra,,dmodenld@netscape.com,male,arctic armour,scion,dbeachampld,125,Brazil,100
770,771,Rosie,,rgledstanele@google.com,male,arctic armour,scion,rtomsle,185,Japan,100
771,772,Gunter,,gbysakerlf@seesaa.net,male,animate weapon,scion,gdebrokelf,246,Morocco,100
772,773,Francisca,Daddow,fdaddowlg@wikispaces.com,male,animate weapon,scion,fdaddowlg,159,Philippines,100
773,774,Ludovika,Whitley,lwhitleylh@aol.com,male,barrage,other,lwhitleylh,250,Armenia,100
774,775,Bradly,,bharrymanli@tripod.com,male,animate weapon,other,bcosensli,134,China,100
775,776,Adolphus,Feveryear,afeveryearlj@eventbrite.com,male,barrage,scion,afeveryearlj,191,China,100
776,777,Aidan,Redholes,aredholeslk@ebay.co.uk,male,barrage,other,aredholeslk,24,Sweden,21
777,778,Giacopo,,gkynvinll@lycos.com,male,arctic armour,scion,gskedgell,203,Cameroon,100
778,779,Jesselyn,,jstruttonlm@xinhuanet.com,male,barrage,scion,jrowselllm,153,Indonesia,100
779,780,,,mstruijsln@hao123.com,male,arctic armour,scion,apunshonln,182,Japan,100
780,781,Ricard,,rcooganlo@smugmug.com,male,animate weapon,scion,rsoanlo,127,China,100
781,782,Jorie,,jaddslp@ameblo.jp,male,barrage,other,jdumingolp,238,Argentina,100
782,783,Obadiah,Clamo,oclamolq@harvard.edu,male,barrage,other,oclamolq,301,Russia,100
783,784,Vassili,Gerardin,vgerardinlr@amazon.de,male,animate weapon,scion,vgerardinlr,143,Portugal,100
784,785,Karl,,kmunkleyls@icio.us,male,barrage,other,kshowlerls,57,Uganda,29
785,786,Lorianna,De Vile,ldevilelt@chronoengine.com,male,arctic armour,scion,ldevilelt,145,Portugal,100
786,787,Moses,Whanstall,mwhanstalllu@dot.gov,male,animate weapon,other,mwhanstalllu,248,China,100
787,788,Andres,Lunam,alunamlv@google.cn,male,barrage,other,alunamlv,256,France,100
788,789,Vick,Ingerfield,vingerfieldlw@domainmarket.com,male,arctic armour,scion,vingerfieldlw,52,Serbia,36
789,790,Kai,Sankey,ksankeylx@acquirethisname.com,male,barrage,other,ksankeylx,131,Norway,100
790,791,Alyosha,Marusik,amarusikly@state.tx.us,male,arctic armour,other,amarusikly,373,China,100
791,792,Ashleigh,Pavey,apaveylz@cbsnews.com,male,barrage,other,apaveylz,438,Brazil,100
792,793,Jesus,McDougle,jmcdouglem0@cargocollective.com,male,barrage,other,jmcdouglem0,229,Indonesia,100
793,794,Jed,Mc Pake,jmcpakem1@cdc.gov,male,arctic armour,scion,jmcpakem1,13,Comoros,7
794,795,,,thazleym2@mozilla.com,male,barrage,scion,hstansbym2,293,China,100
795,796,Jonie,,jfusedalem3@myspace.com,male,arctic armour,other,jeudallm3,275,Indonesia,100
796,797,,,bglantonm4@altervista.org,male,arctic armour,other,bfairpom4,225,China,100
797,798,Gerta,,gmerrinm5@dyndns.org,male,barrage,other,gviolletm5,78,Ukraine,54
798,799,Anatol,,akippinm6@deliciousdays.com,male,arctic armour,scion,aedesonm6,121,Czech Republic,100
799,800,Allison,Mor,amorm7@apple.com,male,animate weapon,other,amorm7,325,China,100
800,801,Thorpe,Dunkerly,tdunkerlym8@bing.com,male,arctic armour,scion,tdunkerlym8,271,Egypt,100
801,802,Elisabetta,Chelnam,echelnamm9@lulu.com,male,barrage,other,echelnamm9,243,Laos,100
802,803,Virgie,,vfawdryma@miitbeian.gov.cn,male,arctic armour,scion,vsonscheinma,38,France,11
803,804,,,amacanemb@macromedia.com,male,barrage,other,lohalleghanemb,190,Brazil,100
804,805,Dennis,Desouza,ddesouzamc@dyndns.org,male,barrage,other,ddesouzamc,213,Macedonia,100
805,806,Nikolos,Darcey,ndarceymd@marketwatch.com,male,arctic armour,scion,ndarceymd,46,Eritrea,9
806,807,Diane-marie,,dstoppeme@hugedomains.com,male,animate weapon,scion,drickabyme,442,France,100
807,808,Avrit,,astockymf@businesswire.com,male,animate weapon,scion,aeverixmf,33,China,1
808,809,Don,Vedishchev,dvedishchevmg@geocities.jp,male,barrage,scion,dvedishchevmg,159,Brazil,100
809,810,Whitney,,wfeakemh@zimbio.com,male,arctic armour,scion,witchinghammh,164,Greece,100
810,811,Ettore,Choke,echokemi@google.cn,male,animate weapon,other,echokemi,226,Poland,100
811,812,,,sleneymj@psu.edu,male,barrage,other,afairheadmj,168,Pakistan,100
812,813,Karee,Gard,kgardmk@g.co,male,arctic armour,scion,kgardmk,426,Taiwan,100
