id,first_name,last_name,email,gender,gem,class,character_name,gametime,country,level
565,Xylina,Bothe,xbothefo@timesonline.co.uk,female,barrage,other,xbothefo,33,Kazakhstan,5
566,Crystie,Graal,cgraalfp@vkontakte.ru,female,animate weapon,scion,cgraalfp,213,Nigeria,100
567,Aurora,Diviny,adivinyfq@tumblr.com,female,barrage,other,adivinyfq,302,Russia,100
568,Gerrilee,,gculletonfr@163.com,female,arctic armour,other,gperrotfr,153,China,100
569,Arin,Wegener,awegenerfs@arstechnica.com,female,arctic armour,other,awegenerfs,450,Sweden,100
570,Licha,,lmeeksft@seattletimes.com,female,barrage,other,lvancasselft,350,China,100
571,Herb,Meys,hmeysfu@cdbaby.com,female,barrage,scion,hmeysfu,222,Indonesia,100
572,,Aspinal,haspinalfv@php.net,female,animate weapon,other,laspinalfv,71,Sweden,34
573,Parke,McCree,pmccreefw@china.com.cn,female,barrage,other,pmccreefw,130,Djibouti,100
574,Marja,Grigolon,mgrigolonfx@discovery.com,female,arctic armour,scion,mgrigolonfx,297,East Timor,100
575,Petr,Sheirlaw,psheirlawfy@whitehouse.gov,female,arctic armour,scion,psheirlawfy,233,China,100
576,Kerrie,Mortell,kmortellfz@who.int,female,animate weapon,other,kmortellfz,75,China,33
577,Jobi,Missington,jmissingtong0@cafepress.com,female,animate weapon,other,jmissingtong0,71,Dominican Republic,67
578,Blinni,,bliepinsg1@huffingtonpost.com,female,arctic armour,scion,bsilversmidg1,321,Djibouti,100
579,Jacqueline,,jsempillg2@deliciousdays.com,female,arctic armour,other,jvalenssmithg2,123,Israel,100
580,Boonie,Noweak,bnoweakg3@lycos.com,female,animate weapon,other,bnoweakg3,308,Brazil,100
581,Scarface,,skondrachenkog4@mit.edu,female,barrage,scion,soruddeng4,127,Brazil,100
582,Allys,,alansberryg5@google.pl,female,animate weapon,other,aholberryg5,88,Indonesia,31
583,Elora,Sterke,esterkeg6@psu.edu,female,barrage,scion,esterkeg6,203,Thailand,100
584,Cathleen,Ineson,cinesong7@soundcloud.com,female,barrage,other,cinesong7,282,Indonesia,100
585,Granny,Thunnercliffe,gthunnercliffeg8@paypal.com,female,barrage,other,gthunnercliffeg8,229,Colombia,100
586,Cirillo,,cmattong9@clickbank.net,female,arctic armour,other,cthomblesong9,173,Brazil,100
587,Debby,Beekmann,dbeekmannga@soup.io,female,arctic armour,scion,dbeekmannga,403,Republic of the Congo,100
588,Eadie,,ebartlegb@arizona.edu,female,arctic armour,scion,eleborgnegb,284,China,100
589,,Defau,sdefaugc@alibaba.com,female,barrage,other,bdefaugc,165,Ethiopia,100
590,Naomi,Oswell,noswellgd@ucsd.edu,female,barrage,other,noswellgd,197,Peru,100
591,Wilie,Tisor,wtisorge@theatlantic.com,female,barrage,other,wtisorge,324,Indonesia,100
592,,Carden,wcardengf@addtoany.com,female,animate weapon,other,rcardengf,137,France,100
593,Elvina,McPaik,emcpaikgg@amazon.co.jp,female,animate weapon,scion,emcpaikgg,347,Poland,100
594,Carolee,Larwell,clarwellgh@devhub.com,female,arctic armour,scion,clarwellgh,22,Belize,22
595,Winnifred,,wmazellagi@ted.com,female,animate weapon,other,wjarnellgi,296,Indonesia,100
596,Reggie,Earwicker,rearwickergj@washingtonpost.com,female,barrage,scion,rearwickergj,279,Thailand,100
597,Noami,Slate,nslategk@disqus.com,female,animate weapon,scion,nslategk,184,United States,100
598,,,alenahangl@hatena.ne.jp,female,barrage,scion,tcarsberggl,273,Philippines,100
599,Mufi,,mkusickgm@archive.org,female,animate weapon,scion,mthandigm,99,Portugal,59
600,Malanie,Bignall,mbignallgn@mayoclinic.com,female,animate weapon,scion,mbignallgn,256,Ecuador,100
601,Franny,Dunk,fdunkgo@icio.us,female,arctic armour,scion,fdunkgo,245,Brazil,100
602,Gabi,Franzoli,gfranzoligp@answers.com,female,arctic armour,other,gfranzoligp,427,Vietnam,100
603,Roldan,Bodiam,rbodiamgq@vinaora.com,female,barrage,scion,rbodiamgq,23,China,23
604,Corey,,csonegr@msn.com,female,barrage,other,croddagr,396,United States,100
605,Joanie,,jdagostinogs@feedburner.com,female,barrage,scion,jboiggs,210,Philippines,100
606,,,etiernangt@google.es,female,arctic armour,other,hcancellariogt,137,China,100
607,,,gkhristyukhingu@networksolutions.com,female,barrage,scion,jschimanngu,81,France,43
608,Grenville,Marqyes,gmarqyesgv@myspace.com,female,barrage,scion,gmarqyesgv,58,Poland,59
609,Manny,,mhauchgw@economist.com,female,arctic armour,other,mransteadgw,354,Ghana,100
610,Angele,Danihelka,adanihelkagx@accuweather.com,female,barrage,scion,adanihelkagx,108,Indonesia,52
611,,,nvennersgy@shinystat.com,female,arctic armour,other,fshawcroftgy,100,Finland,27
612,,Collisson,acollissongz@baidu.com,female,barrage,scion,gcollissongz,313,Japan,100
613,,,fdavidovicih0@home.pl,female,barrage,scion,vburnsh0,126,Russia,100
614,Bat,Maharey,bmahareyh1@examiner.com,female,animate weapon,scion,bmahareyh1,345,China,100
615,Augustine,,apoorh2@mail.ru,female,barrage,other,adobinsonh2,357,Indonesia,100
616,Amalea,,agoscombh3@scribd.com,female,arctic armour,other,asatchelh3,408,Namibia,100
617,Persis,Sheringham,psheringhamh4@github.io,female,barrage,scion,psheringhamh4,75,Palestinian Territory,33
618,Hymie,Ridd,hriddh5@geocities.jp,female,barrage,other,hriddh5,393,Indonesia,100
619,,,ldowneyh6@usa.gov,female,animate weapon,scion,rstuttardh6,167,Azerbaijan,100
620,Vassili,Paynes,vpaynesh7@dion.ne.jp,female,animate weapon,other,vpaynesh7,293,Portugal,100
621,,,swoollamh8@sphinn.com,female,barrage,scion,stolanh8,428,South Africa,100
622,Winnie,,wkhilkovh9@army.mil,female,arctic armour,scion,whullyerh9,360,Czech Republic,100
623,Laurel,Molohan,lmolohanha@e-recht24.de,female,animate weapon,other,lmolohanha,116,Finland,32
624,Avie,Rawlcliffe,arawlcliffehb@senate.gov,female,arctic armour,scion,arawlcliffehb,112,Niger,48
625,,,rmcinteerhc@netlog.com,female,barrage,scion,aarnaudinhc,385,Russia,100
626,Rinaldo,Stockport,rstockporthd@furl.net,female,barrage,other,rstockporthd,11,Indonesia,16
627,Gypsy,Bakewell,gbakewellhe@liveinternet.ru,female,arctic armour,scion,gbakewellhe,243,China,100
628,Tonia,,tdagworthyhf@ibm.com,female,arctic armour,scion,tdaenenhf,246,Peru,100
629,Regan,,rjersonhg@hp.com,female,animate weapon,other,rbrunninghg,21,Netherlands,25
630,Zitella,Potes,zpoteshh@ca.gov,female,barrage,other,zpoteshh,368,Czech Republic,100
631,Alicea,Duddan,aduddanhi@cbslocal.com,female,animate weapon,other,aduddanhi,190,Armenia,100
632,Even,Isgate,eisgatehj@opera.com,female,barrage,other,eisgatehj,182,Philippines,100
633,Vinson,,vkleebornhk@msu.edu,female,animate weapon,other,vkerrhk,390,Russia,100
634,Teressa,Keepin,tkeepinhl@hao123.com,female,animate weapon,other,tkeepinhl,32,Kazakhstan,2
635,Sauveur,,sgregerhm@exblog.jp,female,barrage,scion,saguirrehm,242,Czech Republic,100
636,Daniella,,ddourishn@wikipedia.org,female,arctic armour,other,dlowdenhn,80,Greece,31
637,Broddie,,bdobleho@ibm.com,female,barrage,scion,bedbrookeho,291,Bosnia and Herzegovina,100
638,Elisabetta,Ledrun,eledrunhp@unesco.org,female,arctic armour,other,eledrunhp,227,Russia,100
639,Alyss,Arnoldi,aarnoldihq@joomla.org,female,animate weapon,other,aarnoldihq,325,Argentina,100
640,West,,wivshinhr@arstechnica.com,female,animate weapon,other,wsenthr,141,Sweden,100
641,Piper,Macer,pmacerhs@craigslist.org,female,arctic armour,scion,pmacerhs,288,China,100
642,Madelle,,myorstonht@1688.com,female,barrage,other,mgiraudoht,284,Philippines,100
643,Josh,Blight,jblighthu@wiley.com,female,arctic armour,other,jblighthu,380,Azerbaijan,100
644,,,jhaughhv@wikispaces.com,female,animate weapon,other,nroselhv,215,Japan,100
645,Northrop,Couves,ncouveshw@simplemachines.org,female,barrage,other,ncouveshw,290,Mauritania,100
646,Perle,Georges,pgeorgeshx@bing.com,female,barrage,scion,pgeorgeshx,225,Indonesia,100
647,Korey,Girdler,kgirdlerhy@digg.com,female,barrage,other,kgirdlerhy,172,Ireland,100
648,Eveline,,eblagbroughhz@imgur.com,female,animate weapon,scion,edyterhz,393,Latvia,100
649,Wake,,wfassei0@cbsnews.com,female,barrage,scion,wgainsfordi0,428,Portugal,100
650,Emanuel,McNeely,emcneelyi1@bigcartel.com,female,barrage,scion,emcneelyi1,335,Indonesia,100
651,Devondra,,dtomasicchioi2@rambler.ru,female,arctic armour,other,dgregorei2,47,Cameroon,12
652,Gussie,Braker,gbrakeri3@opera.com,female,barrage,other,gbrakeri3,163,Lithuania,100
653,Casar,Bazell,cbazelli4@marketwatch.com,female,animate weapon,other,cbazelli4,179,Indonesia,100
654,Conrad,,ckohringi5@un.org,female,animate weapon,other,ccarmei5,400,Argentina,100
655,,,dkinneiri6@ucoz.com,female,arctic armour,other,hlightbourni6,391,Portugal,100
656,Maribelle,,mlavignei7@tinyurl.com,female,barrage,other,mchiversi7,297,China,100
657,Ford,,fschildi8@symantec.com,female,barrage,scion,fgilburti8,191,Russia,100
658,Anallese,Coltart,acoltarti9@booking.com,female,barrage,scion,acoltarti9,438,Jordan,100
659,Shirlene,,sbaxendaleia@fastcompany.com,female,animate weapon,other,slarratia,100,Netherlands,59
660,Marius,Oades,moadesib@mayoclinic.com,female,arctic armour,other,moadesib,448,Nigeria,100
661,Zsazsa,,zwiggingtonic@canalblog.com,female,animate weapon,other,zryeic,298,China,100
662,,,vstaubynid@pinterest.com,female,barrage,other,gkeighlyid,72,Sierra Leone,55
663,Jaquelyn,Reagan,jreaganie@auda.org.au,female,arctic armour,scion,jreaganie,222,Brazil,100
664,Belia,Pountney,bpountneyif@spotify.com,female,barrage,other,bpountneyif,100,Indonesia,37
665,Deanna,,dhasleyig@sciencedaily.com,female,barrage,other,dluckeyig,117,China,37
666,Cyrille,Ickovic,cickovicih@alibaba.com,female,barrage,scion,cickovicih,299,China,100
667,Granny,,gacockii@yellowbook.com,female,arctic armour,other,gbroaderii,404,Russia,100
668,Noble,Nerval,nnervalij@netlog.com,female,animate weapon,scion,nnervalij,382,Serbia,100
669,Zandra,Kordas,zkordasik@tmall.com,female,barrage,scion,zkordasik,418,Czech Republic,100
670,Ingram,Oaten,ioatenil@vinaora.com,female,animate weapon,scion,ioatenil,290,Nigeria,100
671,Raina,Lampett,rlampettim@cyberchimps.com,female,arctic armour,scion,rlampettim,260,Indonesia,100
672,Leonie,,lbezarrain@china.com.cn,female,barrage,other,lnutbrownin,56,Ukraine,52
673,Lauretta,,lgrogerio@smugmug.com,female,barrage,other,llearmonthio,175,Indonesia,100
674,Brig,Sydes,bsydesip@nbcnews.com,female,barrage,scion,bsydesip,160,Zimbabwe,100
675,Marc,Elstow,melstowiq@instagram.com,female,barrage,scion,melstowiq,94,Macedonia,66
676,Isabel,,imelvinir@webmd.com,female,animate weapon,scion,ilengletir,115,China,28
677,,Hantusch,ahantuschis@usatoday.com,female,animate weapon,scion,ahantuschis,116,China,29
678,Benetta,Barstock,bbarstockit@reference.com,female,barrage,scion,bbarstockit,410,Philippines,100
679,Agathe,MacCawley,amaccawleyiu@list-manage.com,female,arctic armour,scion,amaccawleyiu,329,United States,100
680,Inga,,ideverilleiv@oracle.com,female,barrage,other,iretallackiv,439,Greece,100
681,Emlynne,Wilcock,ewilcockiw@indiatimes.com,female,barrage,other,ewilcockiw,209,Indonesia,100
682,Silvanus,Atkin,satkinix@sun.com,female,animate weapon,scion,satkinix,157,Honduras,100
683,Sara-ann,Ixer,sixeriy@furl.net,female,barrage,scion,sixeriy,242,Indonesia,100
684,Jaquenetta,Kaaskooper,jkaaskooperiz@barnesandnoble.com,female,barrage,scion,jkaaskooperiz,422,Sweden,100
685,Kim,Smeeton,ksmeetonj0@jalbum.net,female,arctic armour,other,ksmeetonj0,347,United States,100
686,Brantley,Probetts,bprobettsj1@washington.edu,female,barrage,other,bprobettsj1,376,Poland,100
687,Doralin,,dkohnekej2@ibm.com,female,barrage,scion,djarmanj2,72,Peru,28
688,,Callaghan,acallaghanj3@4shared.com,female,animate weapon,other,scallaghanj3,278,China,100
689,Myrilla,,mmcfeej4@liveinternet.ru,female,barrage,other,mgraystonj4,312,China,100
690,,Vokins,cvokinsj5@etsy.com,female,barrage,other,lvokinsj5,217,New Zealand,100
691,Joice,,jlautiej6@myspace.com,female,barrage,scion,jhearnesj6,63,Brazil,42
692,Paulita,,pgamettj7@sbwire.com,female,animate weapon,scion,pgoodanewj7,126,China,100
693,Allsun,,averrechiaj8@biglobe.ne.jp,female,animate weapon,scion,adallicoatj8,332,Venezuela,100
694,Beatrix,,bmacnellyj9@smugmug.com,female,animate weapon,other,bhargrovesj9,224,Mexico,100
695,Joella,Lucken,jluckenja@behance.net,female,barrage,scion,jluckenja,206,Sri Lanka,100
696,Felicio,,fallewayjb@zimbio.com,female,barrage,scion,fpietrasikjb,311,Philippines,100
697,Arabelle,Lawdham,alawdhamjc@upenn.edu,female,barrage,scion,alawdhamjc,379,Russia,100
698,Caesar,Guihen,cguihenjd@mediafire.com,female,barrage,other,cguihenjd,323,China,100
699,Brande,Fatscher,bfatscherje@wikispaces.com,female,barrage,scion,bfatscherje,226,Palestinian Territory,100
700,Cory,,cgoldenofirelandjf@tuttocitta.it,female,animate weapon,other,cjustjf,201,Cyprus,100
701,Lizzie,,lghirigorijg@nature.com,female,barrage,scion,lsolomonidesjg,157,Ukraine,100
702,Roselin,,rlilburnjh@diigo.com,female,animate weapon,other,rskaifedingerthorpejh,151,Chile,100
703,,,bborgeji@cocolog-nifty.com,female,arctic armour,other,nheavenji,220,China,100
704,Erek,,efleckneyjj@upenn.edu,female,arctic armour,other,elumsdalljj,154,Philippines,100
705,Pierce,Clemo,pclemojk@angelfire.com,female,barrage,scion,pclemojk,420,Czech Republic,100
706,Guthrie,Romans,gromansjl@pcworld.com,female,animate weapon,scion,gromansjl,288,South Africa,100
707,Jodie,,jfinchjm@unesco.org,female,arctic armour,other,jallcockjm,195,Indonesia,100
708,,,olefevrejn@wsj.com,female,barrage,scion,frobkejn,264,Vietnam,100
709,Harry,Lissandri,hlissandrijo@networksolutions.com,female,barrage,other,hlissandrijo,60,Tajikistan,68
710,Keane,,keassebyjp@si.edu,female,barrage,scion,killistonjp,441,Russia,100
711,,Kaman,vkamanjq@canalblog.com,female,barrage,other,mkamanjq,91,Greece,68
712,Gordy,Eglinton,geglintonjr@barnesandnoble.com,female,arctic armour,other,geglintonjr,333,Czech Republic,100
713,Des,Paddeley,dpaddeleyjs@arstechnica.com,female,barrage,other,dpaddeleyjs,177,Canada,100
714,Ronnica,,rreascejt@woothemes.com,female,barrage,other,rlanferejt,371,China,100
715,Rowe,,rgoneyju@mayoclinic.com,female,arctic armour,other,rdinegesju,68,Tanzania,54
716,,Capron,ccapronjv@creativecommons.org,female,barrage,scion,ccapronjv,356,United States,100
717,,,ltempertonjw@squarespace.com,female,barrage,scion,mstoppsjw,361,Yemen,100
718,Vernice,Luten,vlutenjx@ed.gov,female,barrage,other,vlutenjx,62,Mexico,41
719,Fairlie,,frobusjy@google.de,female,arctic armour,other,fcranstonejy,284,Finland,100
720,Gray,,gdoughartyjz@cargocollective.com,female,arctic armour,other,ghecknerjz,345,Indonesia,100
721,Cletus,Andryunin,candryunink0@flickr.com,female,animate weapon,scion,candryunink0,48,Kuwait,20
722,Marrissa,Beetlestone,mbeetlestonek1@nsw.gov.au,female,animate weapon,other,mbeetlestonek1,406,Russia,100
723,Myrilla,Babbs,mbabbsk2@sourceforge.net,female,barrage,scion,mbabbsk2,363,China,100
724,Taylor,Kingzett,tkingzettk3@foxnews.com,female,arctic armour,other,tkingzettk3,86,South Africa,36
725,Deloria,,dgroucuttk4@china.com.cn,female,animate weapon,other,driggollk4,82,Netherlands,26
726,,,cridouttk5@nydailynews.com,female,arctic armour,scion,atorresk5,344,Philippines,100
727,Nat,,nlanferk6@blogs.com,female,animate weapon,other,nhowsek6,393,Croatia,100
728,Joseito,,joehmk7@amazon.de,female,barrage,other,jcrosskellk7,424,Indonesia,100
729,Cosette,,cmcchesneyk8@addtoany.com,female,barrage,scion,ccowlamk8,439,Portugal,100
730,Torey,,tgaraghank9@nyu.edu,female,barrage,other,tecclesk9,186,Japan,100
731,Cristiano,Grabeham,cgrabehamka@harvard.edu,female,barrage,scion,cgrabehamka,185,Marshall Islands,100
732,Wang,,wpriggkb@homestead.com,female,animate weapon,other,wcuffinkb,376,Brazil,100
733,Antonino,Sussems,asussemskc@indiatimes.com,female,barrage,scion,asussemskc,80,China,49
734,Khalil,Grzeszczak,kgrzeszczakkd@blogtalkradio.com,female,barrage,scion,kgrzeszczakkd,377,China,100
735,Petronia,,psoffeke@wsj.com,female,barrage,scion,pbradmanke,217,Sweden,100
736,Almeda,Sysland,asyslandkf@cafepress.com,female,barrage,scion,asyslandkf,310,China,100
737,Nancey,,nwoodlandkg@yellowpages.com,female,barrage,scion,nbearnekg,337,South Sudan,100
738,Crystie,Pre,cprekh@youtube.com,female,animate weapon,other,cprekh,390,Senegal,100
739,Ariela,Slaght,aslaghtki@ning.com,female,arctic armour,other,aslaghtki,394,Philippines,100
740,Marcus,,mfoxcroftkj@smh.com.au,female,arctic armour,other,mczadlakj,261,Portugal,100
741,Tuckie,Jefferies,tjefferieskk@xrea.com,female,barrage,other,tjefferieskk,233,France,100
742,Valle,Gatiss,vgatisskl@jimdo.com,female,animate weapon,other,vgatisskl,12,Portugal,15
743,Kellen,,kvenesskm@state.gov,female,barrage,other,kdelamarkm,296,Indonesia,100
744,Prisca,Ivanyutin,pivanyutinkn@thetimes.co.uk,female,barrage,scion,pivanyutinkn,243,France,100
745,Marten,,mgrinawayko@qq.com,female,barrage,other,mandellko,283,Poland,100
746,Orbadiah,,ohollerinkp@skype.com,female,animate weapon,scion,odeancywilliskp,86,Peru,63
747,Linzy,,lterbrugkq@springer.com,female,barrage,other,lspatarokq,417,Japan,100
748,Cam,Kosel,ckoselkr@youku.com,female,animate weapon,scion,ckoselkr,435,Ukraine,100
749,Dalila,Martinez,dmartinezks@springer.com,female,barrage,scion,dmartinezks,224,Indonesia,100
750,Darline,,dhornigkt@ustream.tv,female,animate weapon,other,ddavidovkt,246,Philippines,100
751,Hermon,Maginn,hmaginnku@wix.com,female,arctic armour,scion,hmaginnku,51,China,52
752,Wilburt,Godsell,wgodsellkv@elpais.com,female,animate weapon,other,wgodsellkv,52,China,61
753,Vincent,Choffin,vchoffinkw@columbia.edu,female,arctic armour,scion,vchoffinkw,390,Kenya,100
754,Clerissa,Clinch,cclinchkx@ustream.tv,female,barrage,scion,cclinchkx,193,Portugal,100
755,Demetra,Lulham,dlulhamky@soup.io,female,arctic armour,scion,dlulhamky,336,Kenya,100
756,,,gpenrightkz@imageshack.us,female,barrage,other,nlenoxkz,323,Ukraine,100
757,Cherilynn,Steinham,csteinhaml0@wikimedia.org,female,animate weapon,other,csteinhaml0,78,Indonesia,64
758,Brear,,bhenworthl1@php.net,female,animate weapon,other,btweedelll1,163,Mexico,100
759,Izabel,MacCahey,imaccaheyl2@hostgator.com,female,barrage,other,imaccaheyl2,123,Peru,100
760,Daffi,Puleston,dpulestonl3@netlog.com,female,barrage,scion,dpulestonl3,256,Japan,100
761,Spence,,sianittellol4@dyndns.org,female,barrage,other,shardistryl4,105,Russia,63
762,Mercy,Cisneros,mcisnerosl5@howstuffworks.com,female,arctic armour,scion,mcisnerosl5,64,Indonesia,64
763,Theadora,Renzullo,trenzullol6@google.nl,female,barrage,other,trenzullol6,275,Indonesia,100
764,Monti,Franek,mfranekl7@nih.gov,female,barrage,other,mfranekl7,371,Afghanistan,100
765,Kary,,krudmanl8@symantec.com,female,barrage,other,kdenyl8,131,China,100
766,Christophorus,,cyakebovichl9@studiopress.com,female,animate weapon,scion,cpippinl9,79,Indonesia,66
767,Kerrie,Turbitt,kturbittla@dailymotion.com,female,barrage,scion,kturbittla,236,Indonesia,100
768,Magnum,,mbleaselb@sciencedirect.com,female,barrage,scion,mmuresslb,179,Russia,100
769,Ertha,Cammocke,ecammockelc@qq.com,female,arctic armour,other,ecammockelc,343,Nigeria,100
770,Debra,,dmodenld@netscape.com,female,arctic armour,scion,dbeachampld,125,Brazil,100
771,Rosie,,rgledstanele@google.com,female,arctic armour,scion,rtomsle,185,Japan,100
772,Gunter,,gbysakerlf@seesaa.net,female,animate weapon,scion,gdebrokelf,246,Morocco,100
773,Francisca,Daddow,fdaddowlg@wikispaces.com,female,animate weapon,scion,fdaddowlg,159,Philippines,100
774,Ludovika,Whitley,lwhitleylh@aol.com,female,barrage,other,lwhitleylh,250,Armenia,100
775,Bradly,,bharrymanli@tripod.com,female,animate weapon,other,bcosensli,134,China,100
776,Adolphus,Feveryear,afeveryearlj@eventbrite.com,female,barrage,scion,afeveryearlj,191,China,100
777,Aidan,Redholes,aredholeslk@ebay.co.uk,female,barrage,other,aredholeslk,24,Sweden,21
778,Giacopo,,gkynvinll@lycos.com,female,arctic armour,scion,gskedgell,203,Cameroon,100
779,Jesselyn,,jstruttonlm@xinhuanet.com,female,barrage,scion,jrowselllm,153,Indonesia,100
780,,,mstruijsln@hao123.com,female,arctic armour,scion,apunshonln,182,Japan,100
781,Ricard,,rcooganlo@smugmug.com,female,animate weapon,scion,rsoanlo,127,China,100
782,Jorie,,jaddslp@ameblo.jp,female,barrage,other,jdumingolp,238,Argentina,100
783,Obadiah,Clamo,oclamolq@harvard.edu,female,barrage,other,oclamolq,301,Russia,100
784,Vassili,Gerardin,vgerardinlr@amazon.de,female,animate weapon,scion,vgerardinlr,143,Portugal,100
785,Karl,,kmunkleyls@icio.us,female,barrage,other,kshowlerls,57,Uganda,29
786,Lorianna,De Vile,ldevilelt@chronoengine.com,female,arctic armour,scion,ldevilelt,145,Portugal,100
787,Moses,Whanstall,mwhanstalllu@dot.gov,female,animate weapon,other,mwhanstalllu,248,China,100
788,Andres,Lunam,alunamlv@google.cn,female,barrage,other,alunamlv,256,France,100
789,Vick,Ingerfield,vingerfieldlw@domainmarket.com,female,arctic armour,scion,vingerfieldlw,52,Serbia,36
790,Kai,Sankey,ksankeylx@acquirethisname.com,female,barrage,other,ksankeylx,131,Norway,100
791,Alyosha,Marusik,amarusikly@state.tx.us,female,arctic armour,other,amarusikly,373,China,100
792,Ashleigh,Pavey,apaveylz@cbsnews.com,female,barrage,other,apaveylz,438,Brazil,100
793,Jesus,McDougle,jmcdouglem0@cargocollective.com,female,barrage,other,jmcdouglem0,229,Indonesia,100
794,Jed,Mc Pake,jmcpakem1@cdc.gov,female,arctic armour,scion,jmcpakem1,13,Comoros,7
795,,,thazleym2@mozilla.com,female,barrage,scion,hstansbym2,293,China,100
796,Jonie,,jfusedalem3@myspace.com,female,arctic armour,other,jeudallm3,275,Indonesia,100
797,,,bglantonm4@altervista.org,female,arctic armour,other,bfairpom4,225,China,100
798,Gerta,,gmerrinm5@dyndns.org,female,barrage,other,gviolletm5,78,Ukraine,54
799,Anatol,,akippinm6@deliciousdays.com,female,arctic armour,scion,aedesonm6,121,Czech Republic,100
800,Allison,Mor,amorm7@apple.com,female,animate weapon,other,amorm7,325,China,100
801,Thorpe,Dunkerly,tdunkerlym8@bing.com,female,arctic armour,scion,tdunkerlym8,271,Egypt,100
802,Elisabetta,Chelnam,echelnamm9@lulu.com,female,barrage,other,echelnamm9,243,Laos,100
803,Virgie,,vfawdryma@miitbeian.gov.cn,female,arctic armour,scion,vsonscheinma,38,France,11
804,,,amacanemb@macromedia.com,female,barrage,other,lohalleghanemb,190,Brazil,100
805,Dennis,Desouza,ddesouzamc@dyndns.org,female,barrage,other,ddesouzamc,213,Macedonia,100
806,Nikolos,Darcey,ndarceymd@marketwatch.com,female,arctic armour,scion,ndarceymd,46,Eritrea,9
807,Diane-marie,,dstoppeme@hugedomains.com,female,animate weapon,scion,drickabyme,442,France,100
808,Avrit,,astockymf@businesswire.com,female,animate weapon,scion,aeverixmf,33,China,1
809,Don,Vedishchev,dvedishchevmg@geocities.jp,female,barrage,scion,dvedishchevmg,159,Brazil,100
810,Whitney,,wfeakemh@zimbio.com,female,arctic armour,scion,witchinghammh,164,Greece,100
811,Ettore,Choke,echokemi@google.cn,female,animate weapon,other,echokemi,226,Poland,100
812,,,sleneymj@psu.edu,female,barrage,other,afairheadmj,168,Pakistan,100
813,Karee,Gard,kgardmk@g.co,female,arctic armour,scion,kgardmk,426,Taiwan,100
814,Lory,,lspilisyml@linkedin.com,female,animate weapon,scion,ljindaml,62,Russia,30
815,Lin,Tainton,ltaintonmm@salon.com,female,animate weapon,other,ltaintonmm,421,Haiti,100
816,Dominga,,dflannemn@prnewswire.com,female,arctic armour,scion,dlindsellmn,339,Dominican Republic,100
817,Delora,Howley,dhowleymo@technorati.com,female,barrage,other,dhowleymo,288,Poland,100
818,Davida,Calleja,dcallejamp@pbs.org,female,arctic armour,other,dcallejamp,295,Armenia,100
819,Natka,Rushton,nrushtonmq@state.gov,female,barrage,other,nrushtonmq,77,France,64
820,Luigi,Blundell,lblundellmr@dyndns.org,female,arctic armour,scion,lblundellmr,383,France,100
821,Candie,O'Corr,cocorrms@weibo.com,female,animate weapon,other,cocorrms,175,Tanzania,100
822,,,kwoolacottmt@themeforest.net,female,barrage,other,mnisenmt,166,Portugal,100
823,Ron,Kiera,rkieramu@ucla.edu,female,barrage,other,rkieramu,239,Bulgaria,100
824,Caroljean,,cpalkmv@seattletimes.com,female,barrage,scion,clyndsmv,428,Indonesia,100
825,Ibrahim,,iarmisteadmw@upenn.edu,female,animate weapon,scion,irosenbushmw,409,Colombia,100
826,Ruthe,Coper,rcopermx@cam.ac.uk,female,animate weapon,other,rcopermx,265,Syria,100
827,Nicholle,Aldcorne,naldcornemy@mysql.com,female,barrage,other,naldcornemy,18,Brazil,13
828,Jacenta,Bust,jbustmz@yelp.com,female,animate weapon,scion,jbustmz,155,United States,100
829,Pepillo,,pmattusevichn0@discuz.net,female,arctic armour,other,pvowellsn0,196,Poland,100
830,Julieta,Ribchester,jribchestern1@ehow.com,female,arctic armour,scion,jribchestern1,401,Indonesia,100
831,Randee,,rfernien2@g.co,female,barrage,other,rroggern2,54,Ukraine,65
832,,Royston,lroystonn3@opensource.org,female,barrage,scion,proystonn3,62,Portugal,58
833,Carroll,Bruins,cbruinsn4@senate.gov,female,barrage,scion,cbruinsn4,330,Norway,100
834,Sergent,Boddington,sboddingtonn5@squarespace.com,female,arctic armour,scion,sboddingtonn5,288,Finland,100
835,Kikelia,Benn,kbennn6@pagesperso-orange.fr,female,barrage,scion,kbennn6,114,China,31
836,Justino,,jtreadwayn7@usatoday.com,female,arctic armour,other,jvarndelln7,90,China,30
837,Zuzana,,zlefeuvren8@istockphoto.com,female,barrage,scion,zsoppittn8,352,Iraq,100
838,Clayson,Guihen,cguihenn9@archive.org,female,barrage,other,cguihenn9,27,Norway,11
839,Maxy,,mgwilymna@seesaa.net,female,animate weapon,scion,mhucklebyna,130,Portugal,100
840,Morie,,mantonuttinb@mit.edu,female,arctic armour,scion,msamplenb,2,Malaysia,8
841,Rafferty,,rkeemarnc@tumblr.com,female,barrage,scion,rtrentnc,46,Albania,7
842,Sandie,,sdubocknd@furl.net,female,animate weapon,scion,sastellnd,142,China,100
843,Noelle,,nvardenne@furl.net,female,animate weapon,other,nmacgaheyne,99,Greece,26
844,L;urette,Crop,lcropnf@tamu.edu,female,animate weapon,other,lcropnf,442,Philippines,100
845,Orson,Aire,oaireng@taobao.com,female,animate weapon,scion,oaireng,345,Brazil,100
846,Lenci,Dunabie,ldunabienh@cafepress.com,female,barrage,other,ldunabienh,385,Latvia,100
